Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHPI Total,NHPI Male,NHPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Kittitas,53037,2021,0-4,"2,113","1,040","1,073","1,737",839,898,22,9,13,14,5,9,32,16,16,3,3,1,304,168,136
Kittitas,53037,2021,5-9,"2,334","1,187","1,147","1,935",986,949,15,12,3,25,14,11,26,17,8,8,6,2,324,151,174
Kittitas,53037,2021,10-14,"2,362","1,208","1,154","1,937",989,949,17,10,8,49,23,26,33,24,9,3,1,2,322,162,160
Kittitas,53037,2021,15-19,"3,100","1,483","1,617","2,409","1,190","1,219",45,14,31,78,41,38,155,67,88,6,6,1,406,165,241
Kittitas,53037,2021,20-24,"5,826","2,965","2,862","4,449","2,244","2,205",191,105,87,129,69,60,308,184,124,32,12,21,717,351,366
Kittitas,53037,2021,25-29,"2,802","1,521","1,282","2,345","1,275","1,070",44,38,5,48,14,34,86,40,46,3,2,0,277,151,126
Kittitas,53037,2021,30-34,"2,612","1,360","1,252","2,231","1,173","1,058",36,19,16,20,12,8,63,30,33,5,1,3,259,125,134
Kittitas,53037,2021,35-39,"2,586","1,319","1,267","2,268","1,181","1,087",39,22,17,28,15,13,73,16,57,5,1,4,173,84,89
Kittitas,53037,2021,40-44,"2,392","1,214","1,178","2,159","1,119","1,040",18,9,9,24,15,8,45,13,32,5,0,4,141,57,84
Kittitas,53037,2021,45-49,"2,230","1,142","1,088","1,952","1,014",938,11,4,7,42,20,22,70,37,32,2,1,1,153,65,88
Kittitas,53037,2021,50-54,"2,332","1,185","1,147","2,096","1,079","1,017",22,11,10,43,17,26,31,9,22,2,2,0,138,68,70
Kittitas,53037,2021,55-59,"2,793","1,348","1,445","2,541","1,250","1,291",12,12,0,26,11,15,35,8,27,8,1,7,171,67,104
Kittitas,53037,2021,60-64,"3,048","1,481","1,567","2,836","1,365","1,471",11,6,5,50,35,15,23,10,13,9,5,4,120,60,59
Kittitas,53037,2021,65-69,"2,962","1,479","1,483","2,803","1,388","1,414",10,4,6,15,12,4,31,18,13,5,2,3,99,56,43
Kittitas,53037,2021,70-74,"2,387","1,202","1,185","2,252","1,149","1,104",3,1,2,14,6,8,19,12,8,0,0,0,99,36,63
Kittitas,53037,2021,75-79,"1,601",758,843,"1,536",740,796,1,0,0,9,2,7,11,2,9,0,0,0,44,13,30
Kittitas,53037,2021,80-84,"1,000",508,493,937,467,470,13,6,6,1,0,1,9,6,3,8,4,4,33,25,8
Kittitas,53037,2021,85+,744,307,437,691,276,415,6,0,6,4,1,3,17,16,2,5,0,5,20,14,6
Kittitas,53037,2021,Total,"45,225","22,708","22,517","39,114","19,722","19,392",516,283,233,619,313,306,"1,068",525,543,109,46,63,"3,799","1,818","1,981"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Klickitat,53039,2021,0-4,"1,034",533,501,808,427,380,7,5,3,48,21,28,5,5,1,6,1,5,159,74,85
Klickitat,53039,2021,5-9,"1,188",607,581,987,519,468,1,1,0,41,16,25,1,0,1,1,0,0,156,70,86
Klickitat,53039,2021,10-14,"1,344",692,651,"1,062",537,525,5,1,3,44,27,17,7,6,1,2,2,0,225,120,105
Klickitat,53039,2021,15-19,"1,291",700,590,"1,030",550,480,8,3,5,54,29,25,7,2,5,3,1,2,188,115,73
Klickitat,53039,2021,20-24,951,493,459,735,376,359,3,1,2,35,13,21,19,14,5,5,3,2,155,85,69
Klickitat,53039,2021,25-29,978,506,472,801,415,385,2,2,1,54,13,41,8,0,8,13,12,0,100,63,37
Klickitat,53039,2021,30-34,"1,327",668,659,"1,110",548,562,19,15,4,50,26,24,8,5,3,5,4,1,134,70,65
Klickitat,53039,2021,35-39,"1,496",760,736,"1,286",640,646,5,4,1,45,32,13,16,7,9,2,2,1,142,75,67
Klickitat,53039,2021,40-44,"1,466",763,703,"1,311",698,613,9,6,2,31,13,18,9,3,6,2,1,1,103,41,62
Klickitat,53039,2021,45-49,"1,411",724,687,"1,239",614,625,10,7,2,62,45,17,13,8,4,2,1,1,87,49,38
Klickitat,53039,2021,50-54,"1,379",733,646,"1,239",669,570,13,8,4,24,16,8,9,0,9,4,3,1,90,36,54
Klickitat,53039,2021,55-59,"1,549",790,759,"1,391",711,680,2,2,0,52,17,35,5,0,5,2,2,0,98,59,39
Klickitat,53039,2021,60-64,"1,922",924,998,"1,759",846,914,6,1,5,22,8,14,20,6,14,1,0,1,112,63,49
Klickitat,53039,2021,65-69,"1,994",980,"1,014","1,841",896,946,7,3,5,22,12,10,18,1,17,3,3,0,101,65,36
Klickitat,53039,2021,70-74,"1,596",851,745,"1,521",819,701,1,0,1,16,12,4,0,0,0,2,0,2,56,19,37
Klickitat,53039,2021,75-79,"1,082",550,532,"1,013",521,492,4,0,4,14,7,7,8,3,6,0,0,0,43,19,25
Klickitat,53039,2021,80-84,609,317,292,591,309,281,5,4,1,4,1,4,1,1,0,0,0,0,8,3,6
Klickitat,53039,2021,85+,384,168,215,362,151,211,0,0,0,11,8,3,2,2,0,0,0,0,9,8,1
Klickitat,53039,2021,Total,"23,000","11,759","11,241","20,085","10,247","9,838",106,63,43,630,316,314,157,64,93,54,35,19,"1,968","1,034",934
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lewis,53041,2021,0-4,"4,448","2,327","2,122","3,640","1,902","1,737",40,24,16,82,37,45,20,7,14,13,6,7,654,351,303
Lewis,53041,2021,5-9,"5,018","2,589","2,429","4,042","2,117","1,925",25,8,17,101,46,56,35,22,13,19,11,8,797,386,410
Lewis,53041,2021,10-14,"5,267","2,708","2,560","4,266","2,187","2,080",39,11,28,112,53,58,38,17,22,9,4,5,804,436,368
Lewis,53041,2021,15-19,"5,101","2,689","2,413","4,138","2,144","1,994",93,71,22,115,54,61,69,26,44,13,7,5,673,387,286
Lewis,53041,2021,20-24,"4,329","2,244","2,084","3,660","1,884","1,776",56,37,20,149,73,76,50,31,19,25,21,4,388,198,190
Lewis,53041,2021,25-29,"4,480","2,298","2,182","3,869","1,970","1,899",48,29,20,79,40,39,43,12,31,7,5,2,434,242,192
Lewis,53041,2021,30-34,"4,906","2,493","2,413","4,255","2,166","2,089",54,26,28,64,27,37,50,26,24,18,4,14,464,244,220
Lewis,53041,2021,35-39,"5,016","2,517","2,499","4,417","2,208","2,209",36,21,15,89,46,43,104,48,56,13,8,5,358,186,172
Lewis,53041,2021,40-44,"4,847","2,464","2,383","4,149","2,111","2,037",48,31,17,149,69,80,57,21,37,20,10,9,424,222,203
Lewis,53041,2021,45-49,"4,593","2,296","2,297","4,055","2,053","2,003",33,23,10,93,38,55,61,19,42,23,18,5,327,145,181
Lewis,53041,2021,50-54,"4,802","2,450","2,352","4,193","2,123","2,071",27,22,5,115,58,57,77,36,41,4,1,3,385,210,175
Lewis,53041,2021,55-59,"5,482","2,671","2,811","4,942","2,403","2,540",33,19,14,89,42,47,66,18,48,9,7,2,342,182,160
Lewis,53041,2021,60-64,"6,089","2,956","3,133","5,519","2,687","2,832",27,20,7,83,34,49,68,17,51,9,5,4,383,193,191
Lewis,53041,2021,65-69,"5,954","2,880","3,073","5,508","2,670","2,838",23,12,11,95,39,56,62,17,44,5,4,1,260,138,122
Lewis,53041,2021,70-74,"5,033","2,504","2,529","4,740","2,366","2,374",12,6,6,45,20,25,32,13,19,8,3,5,196,95,101
Lewis,53041,2021,75-79,"3,457","1,664","1,793","3,247","1,549","1,698",18,16,3,35,24,11,21,7,14,2,2,0,134,68,66
Lewis,53041,2021,80-84,"2,143","1,009","1,134","2,040",960,"1,079",0,0,0,17,11,6,9,5,3,0,0,0,77,32,45
Lewis,53041,2021,85+,"1,735",705,"1,030","1,652",667,985,11,7,4,4,2,1,16,12,5,4,0,4,47,17,31
Lewis,53041,2021,Total,"82,700","41,464","41,236","72,333","36,168","36,165",624,382,242,"1,517",713,804,879,353,526,200,116,84,"7,147","3,731","3,416"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lincoln,53043,2021,0-4,549,280,268,456,235,221,1,0,1,12,9,3,5,0,5,0,0,0,75,36,39
Lincoln,53043,2021,5-9,603,294,309,510,250,260,1,0,1,14,5,9,0,0,0,2,0,2,76,38,37
Lincoln,53043,2021,10-14,689,371,318,554,295,259,6,0,6,31,20,10,12,8,3,0,0,0,87,47,40
Lincoln,53043,2021,15-19,697,357,340,632,326,306,1,0,1,16,13,4,0,0,0,0,0,0,47,18,29
Lincoln,53043,2021,20-24,428,214,215,378,185,192,9,3,6,13,9,5,2,2,1,4,0,4,22,16,7
Lincoln,53043,2021,25-29,407,206,200,364,180,184,0,0,0,8,3,5,5,5,1,0,0,0,29,19,10
Lincoln,53043,2021,30-34,506,250,256,431,209,223,1,1,0,16,11,6,7,6,0,3,0,3,48,24,24
Lincoln,53043,2021,35-39,590,275,315,528,246,282,0,0,0,5,2,3,6,0,6,2,2,0,49,25,24
Lincoln,53043,2021,40-44,589,303,286,523,265,259,1,1,0,19,15,3,6,0,6,0,0,0,40,22,18
Lincoln,53043,2021,45-49,550,272,278,505,258,247,1,0,1,7,4,3,10,4,6,4,0,4,22,6,16
Lincoln,53043,2021,50-54,587,300,286,529,278,251,3,1,1,6,4,3,12,2,10,0,0,0,36,15,21
Lincoln,53043,2021,55-59,741,367,374,690,332,358,1,0,1,25,12,13,2,2,0,0,0,0,24,22,2
Lincoln,53043,2021,60-64,951,479,472,897,457,440,0,0,0,21,10,11,1,1,0,0,0,0,31,11,21
Lincoln,53043,2021,65-69,970,496,474,924,464,459,0,0,0,22,18,5,5,0,4,0,0,0,19,14,5
Lincoln,53043,2021,70-74,855,430,425,816,425,391,1,0,1,16,0,16,1,1,0,0,0,0,21,4,17
Lincoln,53043,2021,75-79,554,289,265,526,275,251,0,0,0,9,1,7,1,1,0,0,0,0,18,11,7
Lincoln,53043,2021,80-84,378,172,206,365,172,193,0,0,0,4,0,4,0,0,0,0,0,0,9,0,9
Lincoln,53043,2021,85+,257,125,132,248,124,125,0,0,0,2,1,0,3,0,3,0,0,0,3,0,3
Lincoln,53043,2021,Total,"10,900","5,482","5,418","9,875","4,975","4,900",26,7,19,248,137,111,79,33,46,15,2,13,657,327,330
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mason,53045,2021,0-4,"3,197","1,626","1,571","2,298","1,139","1,159",24,12,12,240,137,102,17,11,6,12,9,2,607,318,290
Mason,53045,2021,5-9,"3,445","1,754","1,692","2,485","1,296","1,189",29,10,20,301,124,176,31,11,19,17,8,9,583,305,279
Mason,53045,2021,10-14,"3,631","1,873","1,758","2,456","1,286","1,170",57,22,34,341,172,169,42,27,15,8,6,2,727,359,368
Mason,53045,2021,15-19,"3,499","1,834","1,664","2,537","1,316","1,221",33,16,17,298,156,142,31,24,7,34,23,11,566,299,266
Mason,53045,2021,20-24,"3,187","1,755","1,431","2,420","1,363","1,057",84,69,15,223,110,113,46,19,27,18,8,10,396,186,211
Mason,53045,2021,25-29,"3,579","1,970","1,608","2,824","1,584","1,240",74,67,7,235,128,108,35,14,21,26,5,21,385,173,212
Mason,53045,2021,30-34,"3,937","2,092","1,845","3,104","1,617","1,487",77,60,17,236,133,103,64,28,36,21,11,10,435,244,192
Mason,53045,2021,35-39,"3,944","2,054","1,890","3,098","1,608","1,489",92,83,9,228,120,108,72,21,51,11,6,5,443,216,227
Mason,53045,2021,40-44,"3,695","1,966","1,730","3,021","1,601","1,420",70,51,20,218,125,94,48,18,30,15,10,5,322,161,161
Mason,53045,2021,45-49,"3,472","1,862","1,610","2,903","1,559","1,343",49,43,6,193,100,93,51,13,37,18,11,7,259,135,124
Mason,53045,2021,50-54,"3,735","1,881","1,854","3,146","1,624","1,521",66,43,23,142,69,74,87,27,59,17,9,8,277,108,169
Mason,53045,2021,55-59,"4,651","2,242","2,408","4,088","1,970","2,118",38,31,7,176,96,80,71,31,41,14,2,12,263,113,150
Mason,53045,2021,60-64,"5,431","2,715","2,717","4,849","2,436","2,413",39,15,24,171,71,100,75,23,52,16,11,5,282,159,124
Mason,53045,2021,65-69,"5,482","2,734","2,748","5,072","2,537","2,535",25,19,6,121,72,49,37,14,23,17,11,7,210,80,130
Mason,53045,2021,70-74,"4,653","2,300","2,353","4,310","2,163","2,147",17,7,9,72,35,37,64,17,48,6,1,6,183,76,107
Mason,53045,2021,75-79,"3,041","1,470","1,571","2,856","1,382","1,475",11,5,6,45,27,18,40,26,14,4,4,0,84,27,58
Mason,53045,2021,80-84,"1,852",905,947,"1,723",851,871,10,3,7,29,16,13,30,13,16,8,0,8,53,21,32
Mason,53045,2021,85+,"1,319",573,745,"1,249",542,707,5,3,2,18,8,11,11,4,7,2,2,0,33,14,19
Mason,53045,2021,Total,"65,750","33,606","32,144","54,437","27,876","26,561",800,559,241,"3,288","1,699","1,589",851,342,509,265,137,128,"6,109","2,992","3,117"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Okanogan,53047,2021,0-4,"2,186","1,100","1,085","1,456",705,751,10,7,3,370,190,181,15,9,6,2,1,2,331,189,142
Okanogan,53047,2021,5-9,"2,451","1,277","1,174","1,607",873,733,7,3,3,432,203,228,10,8,2,14,5,9,382,184,198
Okanogan,53047,2021,10-14,"2,769","1,401","1,368","1,780",926,854,16,8,8,467,228,239,29,15,14,6,2,3,471,222,249
Okanogan,53047,2021,15-19,"2,544","1,355","1,189","1,730",925,805,13,10,4,417,238,179,21,5,16,6,4,2,357,173,184
Okanogan,53047,2021,20-24,"1,921","1,092",829,"1,284",726,558,15,8,6,334,175,160,20,7,13,10,9,1,258,167,92
Okanogan,53047,2021,25-29,"2,118","1,176",942,"1,550",882,669,18,8,10,337,165,172,13,12,2,9,9,0,190,100,90
Okanogan,53047,2021,30-34,"2,471","1,338","1,133","1,868","1,041",827,10,4,6,303,154,149,21,3,18,11,8,4,259,129,129
Okanogan,53047,2021,35-39,"2,487","1,308","1,180","1,878","1,032",847,16,5,10,378,182,196,13,4,9,3,0,3,200,85,115
Okanogan,53047,2021,40-44,"2,375","1,227","1,148","1,789",891,898,27,25,2,301,160,141,20,5,14,4,2,2,234,144,90
Okanogan,53047,2021,45-49,"2,279","1,174","1,105","1,760",878,882,7,6,1,339,193,146,25,12,14,7,5,1,142,80,62
Okanogan,53047,2021,50-54,"2,357","1,193","1,164","1,812",912,900,12,5,7,305,173,132,36,28,8,7,6,1,185,68,117
Okanogan,53047,2021,55-59,"2,680","1,339","1,341","2,149","1,081","1,068",16,12,5,295,123,171,23,10,14,8,4,3,188,108,80
Okanogan,53047,2021,60-64,"3,281","1,587","1,694","2,750","1,329","1,420",14,7,8,306,148,158,36,12,24,4,2,2,171,88,83
Okanogan,53047,2021,65-69,"3,539","1,770","1,770","3,020","1,526","1,494",19,11,7,249,116,133,20,8,12,5,4,1,227,105,122
Okanogan,53047,2021,70-74,"2,933","1,537","1,396","2,605","1,365","1,240",12,6,6,196,107,89,30,8,23,2,2,0,88,50,38
Okanogan,53047,2021,75-79,"1,940",989,951,"1,700",884,816,3,3,0,150,57,93,2,2,0,1,0,0,85,44,41
Okanogan,53047,2021,80-84,"1,097",572,525,955,504,451,1,1,0,77,49,28,24,1,23,1,0,0,40,18,23
Okanogan,53047,2021,85+,922,382,540,803,329,474,5,5,0,49,11,37,8,1,6,0,0,0,58,35,23
Okanogan,53047,2021,Total,"42,350","21,816","20,534","32,496","16,808","15,688",220,134,86,"5,305","2,672","2,633",366,149,217,98,64,34,"3,865","1,989","1,876"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pacific,53049,2021,0-4,861,474,387,649,353,296,21,11,10,22,6,16,22,15,7,7,5,1,141,83,57
Pacific,53049,2021,5-9,"1,026",497,530,794,375,419,4,4,1,36,16,19,21,12,9,2,1,1,170,89,81
Pacific,53049,2021,10-14,"1,199",590,609,903,442,461,9,2,7,49,23,25,20,7,12,3,3,0,215,112,103
Pacific,53049,2021,15-19,"1,258",709,549,934,503,431,49,43,6,48,26,22,36,26,10,11,4,7,180,107,73
Pacific,53049,2021,20-24,895,477,418,745,399,345,8,0,8,34,27,7,15,3,11,1,1,0,92,46,46
Pacific,53049,2021,25-29,875,448,427,728,379,349,9,5,4,18,8,10,20,15,4,4,1,3,97,39,58
Pacific,53049,2021,30-34,"1,068",538,530,880,438,442,10,8,2,44,29,15,29,15,14,3,2,1,103,47,56
Pacific,53049,2021,35-39,"1,192",611,582,"1,024",511,513,5,4,1,30,21,10,24,13,11,10,6,4,100,56,43
Pacific,53049,2021,40-44,"1,141",601,540,949,500,448,7,4,3,40,17,23,32,11,21,0,0,0,114,69,45
Pacific,53049,2021,45-49,"1,152",592,560,949,496,453,19,8,11,46,29,18,38,16,23,2,1,1,97,42,56
Pacific,53049,2021,50-54,"1,344",669,675,"1,148",579,569,9,3,6,59,31,28,42,16,26,3,1,2,83,40,43
Pacific,53049,2021,55-59,"1,697",815,882,"1,495",709,786,3,3,1,76,42,34,28,18,10,1,1,0,94,42,51
Pacific,53049,2021,60-64,"2,081",982,"1,099","1,834",872,963,8,3,5,57,34,23,24,5,19,0,0,0,158,70,88
Pacific,53049,2021,65-69,"2,550","1,192","1,358","2,318","1,095","1,223",7,4,3,29,10,19,75,29,47,3,0,3,118,54,64
Pacific,53049,2021,70-74,"2,247","1,107","1,141","2,085","1,037","1,048",3,0,3,31,20,10,23,4,19,4,0,4,102,45,57
Pacific,53049,2021,75-79,"1,445",701,743,"1,381",670,711,3,2,2,12,7,5,2,2,0,1,1,0,46,20,25
Pacific,53049,2021,80-84,805,399,406,751,366,386,0,0,0,7,6,1,20,9,11,0,0,0,27,18,9
Pacific,53049,2021,85+,587,261,326,560,248,311,0,0,0,4,0,4,10,3,7,0,0,0,13,10,3
Pacific,53049,2021,Total,"23,425","11,664","11,761","20,127","9,973","10,154",174,101,73,641,354,287,481,220,261,53,27,26,"1,949",989,960
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pend Oreille,53051,2021,0-4,541,288,253,443,237,206,2,0,2,20,15,5,8,0,8,1,1,0,66,34,32
Pend Oreille,53051,2021,5-9,641,313,329,528,255,274,5,5,0,38,26,12,5,4,2,0,0,0,64,23,41
Pend Oreille,53051,2021,10-14,795,418,377,649,330,319,3,2,1,38,29,9,5,4,1,1,1,0,99,54,46
Pend Oreille,53051,2021,15-19,784,436,348,661,386,275,4,2,2,35,19,16,1,1,0,0,0,0,83,28,54
Pend Oreille,53051,2021,20-24,510,270,241,423,217,206,5,3,2,20,7,13,13,4,9,0,0,0,49,38,11
Pend Oreille,53051,2021,25-29,518,276,241,450,231,219,4,0,4,15,5,10,1,1,0,0,0,0,47,39,8
Pend Oreille,53051,2021,30-34,595,297,298,519,255,264,0,0,0,25,18,7,7,2,5,0,0,0,43,20,23
Pend Oreille,53051,2021,35-39,685,333,352,592,312,281,1,0,0,32,14,18,6,0,6,0,0,0,54,7,47
Pend Oreille,53051,2021,40-44,690,344,346,593,307,286,5,1,4,23,12,11,1,0,1,1,0,1,67,24,43
Pend Oreille,53051,2021,45-49,702,340,362,597,299,298,5,4,1,39,26,13,4,1,3,4,4,0,53,7,46
Pend Oreille,53051,2021,50-54,784,404,380,690,375,315,5,0,5,43,16,27,5,1,5,4,4,0,38,9,29
Pend Oreille,53051,2021,55-59,"1,062",512,550,991,464,527,0,0,0,24,18,6,3,0,3,0,0,0,44,30,14
Pend Oreille,53051,2021,60-64,"1,277",624,652,"1,207",598,609,8,0,7,19,7,13,4,3,1,0,0,0,39,17,22
Pend Oreille,53051,2021,65-69,"1,308",663,645,"1,244",628,617,3,3,0,19,8,11,10,4,6,0,0,0,32,20,12
Pend Oreille,53051,2021,70-74,"1,105",592,514,"1,047",573,473,15,3,13,9,5,4,5,0,5,0,0,0,29,11,19
Pend Oreille,53051,2021,75-79,795,385,409,767,376,391,2,2,1,17,3,14,0,0,0,1,1,0,8,4,3
Pend Oreille,53051,2021,80-84,371,202,170,353,195,157,4,2,1,2,0,2,0,0,0,0,0,0,13,4,9
Pend Oreille,53051,2021,85+,312,127,185,292,118,175,3,3,0,1,0,1,2,2,0,0,0,0,13,4,9
Pend Oreille,53051,2021,Total,"13,475","6,823","6,652","12,046","6,154","5,892",75,31,44,420,228,192,82,27,55,11,10,1,841,373,468
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pierce,53053,2021,0-4,"56,070","28,639","27,431","32,416","16,584","15,831","4,080","2,067","2,013",966,491,475,"2,644","1,285","1,360","1,695",841,854,"14,270","7,371","6,899"
Pierce,53053,2021,5-9,"59,885","30,675","29,210","35,043","18,008","17,034","4,511","2,327","2,184","1,198",599,598,"3,021","1,545","1,476","1,834",923,912,"14,279","7,273","7,006"
Pierce,53053,2021,10-14,"61,748","31,443","30,306","36,209","18,581","17,628","4,786","2,466","2,319","1,394",738,656,"3,480","1,741","1,740","1,829",924,905,"14,050","6,993","7,057"
Pierce,53053,2021,15-19,"58,981","30,569","28,413","35,314","18,392","16,923","4,663","2,458","2,204","1,342",705,637,"4,033","1,989","2,044","1,635",839,797,"11,994","6,186","5,808"
Pierce,53053,2021,20-24,"62,688","33,533","29,156","39,714","21,396","18,318","6,015","3,384","2,631","1,338",750,587,"4,442","2,209","2,233","1,814",958,856,"9,366","4,835","4,530"
Pierce,53053,2021,25-29,"66,346","34,295","32,051","44,002","22,893","21,109","6,040","3,314","2,726","1,278",619,659,"4,739","2,345","2,393","1,977","1,001",976,"8,310","4,122","4,188"
Pierce,53053,2021,30-34,"68,994","34,562","34,432","47,028","23,829","23,199","5,883","3,157","2,727","1,305",660,645,"5,141","2,277","2,864","2,009","1,020",989,"7,628","3,619","4,009"
Pierce,53053,2021,35-39,"68,015","33,948","34,067","46,727","23,568","23,159","5,652","3,082","2,570","1,279",635,645,"5,462","2,356","3,106","1,598",774,824,"7,296","3,533","3,763"
Pierce,53053,2021,40-44,"59,915","29,646","30,269","41,738","20,928","20,810","5,107","2,729","2,378","1,182",523,660,"4,761","1,986","2,775","1,287",646,641,"5,841","2,835","3,006"
Pierce,53053,2021,45-49,"54,199","26,822","27,377","38,198","18,989","19,209","4,472","2,450","2,021","1,045",532,513,"4,898","2,106","2,792","1,112",596,516,"4,475","2,148","2,326"
Pierce,53053,2021,50-54,"56,384","27,930","28,454","41,520","20,697","20,823","4,480","2,473","2,007",971,432,539,"4,673","2,051","2,622",914,418,496,"3,826","1,858","1,968"
Pierce,53053,2021,55-59,"57,626","28,402","29,224","43,694","21,761","21,933","4,423","2,365","2,058",897,438,459,"4,396","1,775","2,621",748,351,397,"3,468","1,712","1,756"
Pierce,53053,2021,60-64,"56,841","27,275","29,567","43,811","21,396","22,414","4,127","2,226","1,901",827,402,425,"4,358","1,583","2,775",717,284,432,"3,003","1,383","1,619"
Pierce,53053,2021,65-69,"48,101","22,508","25,593","38,341","18,183","20,158","2,812","1,510","1,301",624,271,353,"3,835","1,380","2,455",453,197,256,"2,036",967,"1,069"
Pierce,53053,2021,70-74,"37,884","17,513","20,372","31,333","14,711","16,623","1,715",846,869,365,176,189,"2,950","1,046","1,903",311,166,145,"1,210",568,642
Pierce,53053,2021,75-79,"25,170","11,382","13,789","21,265","9,785","11,480","1,064",540,525,193,86,107,"1,848",610,"1,238",91,38,52,710,324,386
Pierce,53053,2021,80-84,"15,120","6,373","8,747","12,876","5,537","7,339",551,225,326,90,35,55,"1,162",374,788,79,31,48,362,171,191
Pierce,53053,2021,85+,"14,231","5,220","9,011","12,230","4,630","7,600",489,190,299,73,26,46,"1,147",268,880,35,16,19,256,89,168
Pierce,53053,2021,Total,"928,200","460,733","467,467","641,460","319,869","321,591","70,867","37,809","33,058","16,367","8,118","8,249","66,989","28,926","38,063","20,137","10,022","10,115","112,380","55,989","56,391"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
San Juan,53055,2021,0-4,535,262,273,428,218,210,5,0,5,9,2,6,2,2,0,1,0,1,90,40,50
San Juan,53055,2021,5-9,658,326,332,498,232,266,2,2,0,6,4,2,9,7,2,7,5,1,136,76,60
San Juan,53055,2021,10-14,820,408,413,651,297,354,2,1,1,15,7,8,5,4,1,3,1,1,144,96,48
San Juan,53055,2021,15-19,748,370,378,573,290,283,11,9,2,8,3,5,14,2,12,4,0,4,139,66,73
San Juan,53055,2021,20-24,577,271,306,491,244,247,1,1,0,9,2,7,9,3,6,3,0,3,64,21,43
San Juan,53055,2021,25-29,662,332,330,563,295,269,5,3,2,4,2,2,10,3,8,0,0,0,78,30,49
San Juan,53055,2021,30-34,831,415,416,721,349,372,6,5,1,11,9,2,24,16,8,4,4,0,65,32,33
San Juan,53055,2021,35-39,925,475,450,825,421,404,6,4,2,12,5,7,15,0,15,0,0,0,68,45,23
San Juan,53055,2021,40-44,937,464,473,822,408,415,1,1,0,2,0,2,21,12,9,2,2,0,89,42,47
San Juan,53055,2021,45-49,905,437,469,770,366,404,2,2,0,15,1,14,20,12,8,2,0,2,97,56,41
San Juan,53055,2021,50-54,"1,018",489,529,882,417,465,4,2,2,2,1,1,35,15,21,1,1,0,93,54,40
San Juan,53055,2021,55-59,"1,263",608,655,"1,140",541,599,3,1,2,6,2,4,21,13,8,0,0,0,94,52,42
San Juan,53055,2021,60-64,"1,657",752,905,"1,534",700,834,1,0,1,25,21,3,4,2,3,0,0,0,93,29,63
San Juan,53055,2021,65-69,"1,905",870,"1,035","1,777",815,962,12,5,7,7,5,2,31,10,21,0,0,0,79,35,44
San Juan,53055,2021,70-74,"1,951",949,"1,002","1,887",911,976,7,2,5,3,2,2,14,12,1,0,0,0,39,22,17
San Juan,53055,2021,75-79,"1,297",667,630,"1,247",646,601,1,0,1,1,0,1,14,2,12,0,0,0,34,19,15
San Juan,53055,2021,80-84,705,361,344,675,346,329,0,0,0,11,7,5,5,5,0,0,0,0,14,4,10
San Juan,53055,2021,85+,456,213,243,440,206,235,4,4,0,0,0,0,0,0,0,0,0,0,12,3,9
San Juan,53055,2021,Total,"17,850","8,669","9,181","15,925","7,699","8,226",71,41,30,146,74,72,252,120,132,27,14,13,"1,429",721,708
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skagit,53057,2021,0-4,"7,011","3,587","3,424","5,119","2,645","2,474",59,38,21,186,85,102,49,31,18,39,20,19,"1,557",768,790
Skagit,53057,2021,5-9,"7,652","3,908","3,744","5,719","2,869","2,849",70,33,37,307,149,157,159,73,87,48,24,24,"1,350",760,589
Skagit,53057,2021,10-14,"8,198","4,130","4,069","6,118","3,115","3,003",98,32,66,321,153,167,128,65,62,38,19,18,"1,496",744,752
Skagit,53057,2021,15-19,"7,591","3,901","3,690","5,604","2,856","2,748",117,67,50,319,161,157,214,106,108,38,15,23,"1,299",696,603
Skagit,53057,2021,20-24,"6,872","3,560","3,312","5,470","2,879","2,591",59,35,23,287,156,132,180,77,103,65,32,33,811,381,430
Skagit,53057,2021,25-29,"7,565","3,816","3,749","6,043","3,089","2,955",85,54,31,208,95,113,197,84,113,48,24,24,984,470,514
Skagit,53057,2021,30-34,"8,062","4,050","4,012","6,763","3,470","3,293",91,48,43,249,117,132,203,94,109,24,9,15,732,312,421
Skagit,53057,2021,35-39,"8,358","4,201","4,157","6,990","3,552","3,439",86,67,20,215,113,101,236,107,129,27,14,13,803,347,456
